Permit Number,Permit Type,Permit Sub-Type,Address,Status,Project Type,Valuation,Parcel Number,Date Entered,Date Issued,Date Completed,Date Expired,Date Renewed,Class Code,Class Code Description,Class Code Section,Number of Units,Permit Type Code
15BLD-0436,,Building Combo,"1507 GRANT ST
SANTA MONICA, CA 90405
(34.015365573000054, -118.47354310199995)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$101260.20,4284035019,02/03/2015,02/04/2015,,11/29/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0331,,Building Combo,"433 11TH ST
SANTA MONICA, CA 90403
(34.03376166500004, -118.50250200199997)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$217970.90,4280014037,01/27/2015,02/05/2015,,10/04/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0446,,Building Combo,"395 SANTA MONICA PLACE
SANTA MONICA, CA 90401
(34.015022388000034, -118.49376113799997)",Issued,UNDEFINED,$100000.00,4291026026,02/03/2015,02/05/2015,,08/04/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0477,,Roofing,"1452 HARVARD ST
SANTA MONICA, CA 90404
(34.03355779900005, -118.47126849699998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$7600.00,4267020013,02/05/2015,02/05/2015,,08/17/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0490,,Building Combo,"1520 PRINCETON ST
SANTA MONICA, CA 90404
(34.03220847700004, -118.47138833499997)",Issued,NEW COMMERCIAL CONSTRUCTION,$15500.00,4267022024,02/06/2015,02/06/2015,,08/05/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Residential
D98-155,,Demolition,"702 HILL ST
SANTA MONICA, CA 90405
(34.00495585900006, -118.47609425299999)",PENDING,UNDEFINED,$0.00,4287017060,11/30/1998,11/30/1998,,01/01/1900,,649,Demolish All Other Than Dwellings,Section VI - Demolitions,0,Commercial
15BLD-0376,,Building Combo,"912 PRINCETON ST
SANTA MONICA, CA 90406
(34.04066689200005, -118.48115674899998)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$547258.98,4266014019,01/29/2015,02/09/2015,,12/02/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,1,Residential
15BLD-0501,,Plumbing,"2005 20TH ST
SANTA MONICA, CA 90404
(34.02040334900005, -118.47027983899994)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$800.00,4274026024,02/09/2015,02/09/2015,,08/08/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14BLD-5215,,Mechanical,"402 PIER AVE
SANTA MONICA, CA 90405
(34.00062673700006, -118.47772242799999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1800.00,4287027001,12/12/2014,12/12/2014,,07/27/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14CBP0409,,Building Combo,"1840 LINCOLN BLVD
SANTA MONICA, CA 00000
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4290004028,05/13/2014,06/05/2014,,11/16/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0530,,Roofing,"405 STRAND ST
SANTA MONICA, CA 90405
(34.00691012900006, -118.48400351599997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$2400.00,4289008046,02/10/2015,02/10/2015,,08/12/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0536,,Photovoltaic,"2514 3RD ST
SANTA MONICA, CA 90405
(34.00374942000008, -118.48292037099998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$20000.00,4287010004,02/10/2015,02/10/2015,,11/10/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0540,,Sign,"817 PICO BLVD
SANTA MONICA, CA 90404
(34.01255554100004, -118.48253880699997)",Issued,NEW COMMERCIAL CONSTRUCTION,$4000.00,4283020042,02/10/2015,02/10/2015,,08/09/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
09CBP0607,,Building Combo,"2411 ARIZONA AVE
SANTA MONICA, CA 90403
(34.03322167400006, -118.47768426699997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$42142.50,4276017057,07/28/2009,09/29/2010,,09/14/2015,09/29/2010,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0504,,Building Combo,"463 17TH ST
SANTA MONICA, CA 90402
(34.037563130000024, -118.49592963299995)",Issued,NEW COMMERCIAL CONSTRUCTION,$35000.00,4279018024,02/09/2015,02/11/2015,,11/02/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Residential
15BLD-0517,,Building Combo,"2000 MAIN ST
SANTA MONICA, CA 90405
(34.00648954600007, -118.48833033399995)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$10000.00,4289020021,02/10/2015,02/11/2015,,09/13/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0528,,Building Combo,"529 PALISADES AVE
SANTA MONICA, CA 90405
(34.02676995600007, -118.50402996699995)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$2250000.00,4293012022,09/04/2014,02/11/2015,,12/01/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,2,Residential
15BLD-0556,,Building Combo,"918 7TH ST
SANTA MONICA, CA 90403
(34.02504819700005, -118.49977825399998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$3000.00,4292007005,02/11/2015,02/11/2015,,11/22/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0290,,Plumbing,"915 BERKELEY ST
SANTA MONICA, CA 90403
(34.04338330600007, -118.47708060699995)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$999.00,4266005061,01/26/2015,01/26/2015,,07/25/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0371,,Building Combo,"237 PALISADES AVE
SANTA MONICA, CA 90402
(34.02465296500003, -118.506667747)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$15000.00,4293015017,01/29/2015,02/12/2015,,08/11/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0553,,Building Combo,"256 SANTA MONICA PIER
SANTA MONICA, CA 90401
(34.00989264700007, -118.49672180599998)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$55000.00,4290023901,02/11/2015,02/12/2015,,10/13/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0570,,Plumbing,"1319 GRANT ST
SANTA MONICA, CA 90405
(34.014185637000026, -118.47563334099999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$5000.00,4284032005,02/12/2015,02/12/2015,,08/26/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14BLD-5054,,Building Combo,,Issued,NEW COMMERCIAL CONSTRUCTION,$24457232.45,4291025011,12/03/2014,01/08/2015,,09/21/2015,,213,"Hotels, Motels & Tourist Cabins",Section II - New Residential Non-Housekeeping Buildings,0,Commercial
14BLD-5056,,Building Combo,"1446 3RD STREET PROM
SANTA MONICA, CA 90401
(34.01502043100004, -118.49541405099995)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$200000.00,4291016010,12/03/2014,02/13/2015,,09/27/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0566,,Building Combo,"635 PACIFIC ST
SANTA MONICA, CA 90405
(34.00938523100007, -118.48239377799996)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$566557.95,4289005011,02/11/2015,02/13/2015,,11/01/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,1,Residential
15BLD-0567,,Demolition,"635 PACIFIC ST
SANTA MONICA, CA 90405
(34.00938523100007, -118.48239377799996)",Issued,UNDEFINED,$5000.00,4289005011,02/11/2015,02/13/2015,,08/12/2015,,645,Demolish One-family Buildings,Section VI - Demolitions,0,Residential
15BLD-0593,,Plumbing,"1749 12TH ST
SANTA MONICA, CA 90404
(34.01720231000007, -118.48133022199994)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$200.00,4283015036,02/13/2015,02/13/2015,,08/18/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0599,,Sign,"1520 2ND ST
SANTA MONICA, CA 90401
(34.01305890700007, -118.49495257699999)",Issued,NEW COMMERCIAL CONSTRUCTION,$18000.00,4291028023,02/13/2015,02/13/2015,,08/12/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
15BLD-0600,,Roofing,"1748 11TH ST
SANTA MONICA, CA 90404
(34.016398018000075, -118.48231887999998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$3500.00,4283017003,02/13/2015,02/13/2015,02/18/2015,10/20/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14BLD-5429,,Photovoltaic,"635 14TH ST
SANTA MONICA, CA 90402
(34.03315334800004, -118.49626033699997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$25000.00,4279033023,12/29/2014,02/17/2015,,09/27/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0296,,Building Combo,"2677 CENTINELA AVE
SANTA MONICA, CA 90405
(34.02366383400005, -118.44924513999996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$45000.00,4270017046,01/26/2015,01/26/2015,,10/27/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0605,,Building Combo,"901 10TH ST
SANTA MONICA, CA 90403
(34.02755325800007, -118.49710035099997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$16000.00,4281025043,02/17/2015,02/17/2015,,09/27/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
12CBP0171,,Building Combo,"902 BERKELEY ST
SANTA MONICA, CA 92660
",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$372729.20,4266005053,03/07/2012,03/07/2012,,08/10/2015,08/23/2013,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0274,,Plumbing,"918 9TH ST
SANTA MONICA, CA 90403
(34.02657842800005, -118.49788851199997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1500.00,4281033026,01/23/2015,01/23/2015,,07/22/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
13CBP0306,,Building Combo,"30 SEASIDE TER
SANTA MONICA, CA 90210
",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$392993.77,4290018004,04/17/2013,12/27/2013,,11/24/2015,12/27/2013,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0103,,Building Combo,"2318 PEARL ST
SANTA MONICA, CA 90266
",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$287804.85,4273013004,02/11/2014,02/13/2014,,08/23/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0665,,Demolition,"2507 26TH ST
SANTA MONICA, CA 90405
(34.01921073800003, -118.45918682199999)",Issued,UNDEFINED,$15000.00,4270012034,02/19/2015,02/19/2015,,08/18/2015,,645,Demolish One-family Buildings,Section VI - Demolitions,0,Residential
15BLD-0607,,Building Combo,"1024 7th
SANTA MONICA, CA 90401
(34.01728825600003, -118.49065296699996)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$166881.00,4290012902,02/17/2015,02/20/2015,,10/26/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0002,,Building Combo,"1133 5th St
SANTA MONICA, CA 90403
(34.02045289700004, -118.49801987199999)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$96088.75,,01/02/2015,02/23/2015,,11/22/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0552,,Building Combo,"1101 MONTANA AVE
SANTA MONICA, CA 90067
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$184350.00,4280025035,10/28/2014,02/23/2015,,10/18/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
13CBP0203,,Building Combo,"312 26TH ST
SANTA MONICA, CA 90402
(34.046388457000035, -118.48963932599997)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$924380.65,4278004005,03/18/2013,09/16/2013,,10/27/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
13CBP0807,,Building Combo,,Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4282029001,09/18/2013,09/18/2013,,08/23/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14BLD-5318,,Building Combo,,Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$48000.00,,12/19/2014,02/24/2015,,08/23/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14BLD-5329,,Temporary Structure,"1685 MAIN ST
SANTA MONICA, CA 90401
(34.01118533500005, -118.49179801799994)",Issued,UNDEFINED,$1431.80,4290012902,12/22/2014,12/22/2014,,06/20/2015,,,,,0,Residential
14CBP0113,,Building Combo,"446 21ST PL
SANTA MONICA, CA 90402
(34.04135874600007, -118.49214899599997)",Issued,NEW COMMERCIAL CONSTRUCTION,$0.00,4278028006,02/12/2014,02/12/2014,,11/02/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
15BLD-0468,,Building Combo,"1221 OLYMPIC BLVD
SANTA MONICA, CA 90404
(34.01878324100005, -118.48189829699999)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$75000.00,4283007036,02/04/2015,02/24/2015,,08/23/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0673,,Building Combo,"1538 20TH ST
SANTA MONICA, CA 90402
(34.026488105000055, -118.47750134499995)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$173550.00,4275014004,02/20/2015,02/24/2015,,12/01/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0717,,Temporary Structure,"1855 MAIN ST
SANTA MONICA, CA 90401
(34.00862616000006, -118.48994287099998)",Issued,NEW COMMERCIAL CONSTRUCTION,$1000.00,4290013901,02/24/2015,02/24/2015,,08/23/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
14BLD-5077,,Building Combo,"1332 2ND ST
SANTA MONICA, CA 90049
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$4324505.27,4291014008,12/04/2014,12/09/2014,,11/30/2015,02/04/2015,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0744,,Building Combo,"554 10TH ST
SANTA MONICA, CA 90402
(34.03103891000006, -118.50128889499996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$16000.00,4280020011,02/25/2015,02/25/2015,,10/14/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
13CBP0869,,Building Combo,"723 PALISADES BEACH RD
SANTA MONICA, CA 90402
(34.02175728000003, -118.50863814899998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4292030029,10/04/2013,10/04/2013,,09/14/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14BLD-5228,,Building Combo,"1002 ALTA AVE
SANTA MONICA, CA 90402
(34.031117266000024, -118.50072081999997)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$251130.05,4280024033,12/12/2014,02/26/2015,,12/01/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14BLD-5445,,Building Combo,"223 BROADWAY
SANTA MONICA, CA 00000
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$59739.02,4291016012,12/30/2014,01/02/2015,,07/01/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0102,,Roofing,"1968 19TH ST
SANTA MONICA, CA 90404
(34.019738483000026, -118.47148858299994)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$14500.00,4274017007,01/12/2015,01/12/2015,,07/26/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0770,,Sign,"1401 OCEAN AVE
SANTA MONICA, CA 90401
(34.01392291600007, -118.49785970499994)",Issued,NEW COMMERCIAL CONSTRUCTION,$1002.00,4291015030,02/26/2015,02/26/2015,,11/03/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
15BLD-0775,,Mechanical,"1049 16th
SANTA MONICA, CA 90405
(34.01202954200005, -118.46921149399998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$3500.00,4287031030,02/26/2015,02/26/2015,,09/12/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0781,,Roofing,"2323 2nd
SANTA MONICA, CA 90402
(34.02735536300003, -118.45676049399998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$10000.00,4280011022,02/26/2015,02/26/2015,,12/02/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0789,,Building Combo,"1020 OZONE AVE
SANTA MONICA, CA 90405
(34.00331616200003, -118.46934303399996)",Issued,NEW COMMERCIAL CONSTRUCTION,$20000.00,4285036015,02/27/2015,02/27/2015,,08/26/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Residential
15BLD-0800,,Building Combo,"2501 29TH ST
SANTA MONICA, CA 90405
(34.02151069200005, -118.45666678199996)",Issued,UNDEFINED,$45000.00,4270016052,02/27/2015,02/27/2015,,11/14/2015,,438,Residential Garages & Carports (Attached or Not),Section IV - Additions & Alterations,0,Residential
15BLD-0822,,Electrical,"201 BICKNELL AVE
SANTA MONICA, CA 90405
(34.006480579000026, -118.48814503099999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1500.00,4289018054,03/02/2015,03/02/2015,,09/19/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
13CBP0625,,Building Combo,"302 STRAND ST
SANTA MONICA, CA 00000
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$19606.95,4289014900,07/24/2013,01/08/2014,,08/30/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0574,,Building Combo,"2512 2ND ST
SANTA MONICA, CA 90024
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$9500.00,4288001015,07/03/2014,08/07/2014,,08/07/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0675,,Building Combo,"3027 PROSPECT AVE
SANTA MONICA, CA 90405
(34.00539027000008, -118.46838548799997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4285032004,08/04/2014,08/06/2014,,08/23/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0677,,Building Combo,"722 CEDAR ST
SANTA MONICA, CA 90405
(34.008226035000064, -118.479195044)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$4000.00,4287001020,08/04/2014,08/04/2014,,08/04/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0773,,Building Combo,"23 SEA COLONY DR
SANTA MONICA, CA 90405
(33.99772759600006, -118.48235344799997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$35000.00,4288020064,09/02/2014,09/02/2014,,09/02/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0777,,Building Combo,"1522 2ND ST
SANTA MONICA, CA 90401
(34.01298841600004, -118.49487875199998)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$914034.72,4291028003,09/03/2014,09/04/2014,,09/01/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14STP1551,,Demolition,"1338 PEARL ST
SANTA MONICA, CA 90405
(34.012995330000024, -118.47370557299996)",Issued,UNDEFINED,$0.00,4284029019,08/14/2014,01/01/1900,,08/31/2015,,649,Demolish All Other Than Dwellings,Section VI - Demolitions,0,Commercial
